ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
1275,Missouri,8/26/2020,78743,1481,,77262,1282.996721,932140,,1.880802103,15187.79528,
1276,Montana,8/26/2020,6785,98,4983,1704,634.8371692,238260,402,1.444362564,22292.74929,5.924834193
1277,Nebraska,8/26/2020,32727,386,24524,7817,1691.835435,344760,1946,1.179454273,17822.50694,5.946160662
1278,Nevada,8/26/2020,66666,1250,1705,63711,2164.370896,581155,,1.87501875,18867.71319,
1279,New Hampshire,8/26/2020,7156,429,6510,217,526.2883069,201835,713,5.994969257,14843.96317,9.963666853
1280,New Jersey,8/26/2020,190306,15914,33692,140700,2142.557185,2721584,22509,8.362321734,30640.91176,11.82779313
1281,New Mexico,8/26/2020,24732,755,11909,12068,1179.495324,728627,3050,3.052725214,34748.99479,12.3322012
1282,New York,8/26/2020,431340,32921,74791,323628,2217.280425,7821634,89995,7.632262253,40206.69532,20.86405156
1283,North Carolina,8/26/2020,158985,2606,136630,19749,1515.863145,2121001,,1.639148347,20222.95969,
1284,North Dakota,8/26/2020,10467,138,8545,1784,1373.510292,195118,525,1.318429349,25603.95348,5.015763829
1285,Ohio,8/26/2020,117584,4044,97823,15717,1005.9286,2047906,13043,3.439243434,17519.79194,11.09249558
1286,Oklahoma,8/26/2020,54838,763,46414,7661,1385.858021,837384,4609,1.391370947,21162.24759,8.404755826
1287,Oregon,8/26/2020,25571,433,4747,20391,606.2729848,532738,2063,1.693324469,12630.89662,8.067732979
1288,Pennsylvania,8/26/2020,135279,7613,105734,21932,1056.702986,1588178,,5.627628826,12405.71289,
1289,Rhode Island,8/26/2020,21454,1041,2069,18344,2025.183106,485026,2478,4.852242006,45784.77025,11.55029365
1290,South Carolina,8/26/2020,114093,2573,51431,60089,2215.951401,910079,7598,2.255177794,17675.85071,6.659479547
1291,South Dakota,8/26/2020,11571,162,9896,1513,1307.961599,137765,981,1.400051854,15572.66698,8.478091781
1292,Tennessee,8/26/2020,147353,1648,109765,35940,2157.69872,2102121,6603,1.118402747,30781.4825,4.481076055
1293,Texas,8/26/2020,610648,12140,472421,126087,2105.981881,4764640,,1.988052037,16432.12703,
1294,Utah,8/26/2020,50174,401,41937,7836,1565.023622,637329,2996,0.799218719,19879.51807,5.971220154
1295,Vermont,8/26/2020,1577,58,1388,131,252.7288141,122841,,3.677869372,19686.40473,
1296,Virginia,8/26/2020,115448,2515,14682,98251,1352.559815,1507542,15852,2.178469961,17661.984,13.73085718
1297,Washington,8/26/2020,72161,1880,,70281,947.6298616,1380104,6595,2.605285403,18123.74777,9.139285764
1298,West Virginia,8/26/2020,9544,190,7601,1753,532.5456003,409605,,1.990779547,22855.54701,
1299,Wisconsin,8/26/2020,72260,1100,63730,7430,1241.061728,1215673,5651,1.522280653,20879.12031,7.820370883
1300,Wyoming,8/26/2020,3680,37,3028,615,635.8432439,70578,213,1.005434783,12194.71317,5.788043478
1301,Alabama,8/27/2020,121023,2076,48028,70919,2468.252779,956809,14005,1.715376416,19514.03017,11.57218049
1302,Alaska,8/27/2020,4974,37,2109,2828,679.9308313,336220,,0.743868114,45960.26218,
1303,Arizona,8/27/2020,200139,4929,29939,165271,2749.646675,1174928,21426,2.462788362,16141.96568,10.70555964
1304,Arkansas,8/27/2020,58745,739,52665,5341,1946.61416,690028,4104,1.257979403,22865.23578,6.986126479
1305,California,8/27/2020,691821,12677,,679144,1750.903765,10918415,,1.832410407,27633.00612,
1306,Colorado,8/27/2020,56323,1931,5881,48511,978.0444875,962754,6902,3.428439536,16718.14787,12.25431884
1307,Connecticut,8/27/2020,52350,4465,8967,38918,1468.32499,1113496,11180,8.52913085,31231.5951,21.35625597
1308,Delaware,8/27/2020,16976,604,9101,7271,1743.338222,228059,,3.557964185,23420.35647,
1309,Florida,8/27/2020,611991,10868,,601123,2849.420309,4517364,38163,1.775843109,21032.77454,6.235876018
1310,Georgia,8/27/2020,263074,5393,,257681,2477.75755,2268837,24127,2.049993538,21368.99886,9.171183773
1311,Hawaii,8/27/2020,7566,55,2288,5223,534.3703386,185675,444,0.726936294,13113.82667,5.868358446
1312,Idaho,8/27/2020,31113,343,13657,17113,1741.011099,246671,1304,1.102433067,13803.13531,4.191174107
1313,Illinois,8/27/2020,228750,8186,,220564,1805.186484,3877339,,3.578579235,30598.12003,
1314,Indiana,8/27/2020,90504,3266,68675,18563,1344.341294,1034746,10747,3.608680279,15370.05852,11.87461328
1315,Iowa,8/27/2020,61488,1091,45447,14950,1948.863258,601643,,1.774329951,19069.08563,
1316,Kansas,8/27/2020,40360,444,1624,38292,1385.363885,395097,2226,1.100099108,13561.77192,5.515361744
1317,Kentucky,8/27/2020,45978,910,9731,35337,1029.126348,792885,4501,1.979207447,17747.15831,9.789464527
1318,Louisiana,8/27/2020,145637,4874,127918,12845,3132.790999,1818203,,3.346677012,39111.28349,
1319,Maine,8/27/2020,4414,132,3847,435,328.3708225,245927,415,2.990484821,18295.25402,9.401903036
1320,Maryland,8/27/2020,106063,3722,6080,96261,1754.360138,1275082,14141,3.509235077,21090.79541,13.33264192
1321,Massachusetts,8/27/2020,127124,9008,103920,14196,1844.380771,1659510,12318,7.085994777,24077.02978,9.689751738
1322,Michigan,8/27/2020,110343,6706,72580,31057,1104.882147,2650831,,6.077413157,26543.19572,
1323,Minnesota,8/27/2020,72390,1855,64876,5659,1283.594391,1093490,6326,2.562508634,19389.38569,8.738776074
1324,Mississippi,8/27/2020,80695,2399,62707,15589,2711.389786,556638,5267,2.972922734,18703.29745,6.527046285
1325,Missouri,8/27/2020,80214,1488,,78726,1306.964416,943023,,1.855037774,15365.11711,
1326,Montana,8/27/2020,6929,98,5024,1807,648.3105004,240659,412,1.414345504,22517.21124,5.946023957
1327,Nebraska,8/27/2020,33101,391,24689,8021,1711.169515,348575,1954,1.181233195,18019.7249,5.90314492
1328,Nevada,8/27/2020,67220,1271,1718,64231,2182.356998,584232,,1.890806308,18967.61073,
1329,New Hampshire,8/27/2020,7194,431,6542,221,529.0830184,204017,713,5.991103698,15004.43844,9.911036975
1330,New Jersey,8/27/2020,190613,15921,33744,140948,2146.013539,2748836,22560,8.352525798,30947.72798,11.83549915
1331,New Mexico,8/27/2020,24920,764,12193,11963,1188.461243,734220,3074,3.065810594,35015.7309,12.33547352
1332,New York,8/27/2020,432131,32926,74850,324355,2221.346519,7905071,89995,7.619448732,40635.5988,20.82586068
1333,North Carolina,8/27/2020,161076,2630,136630,21816,1535.800057,2152725,,1.632769624,20525.4363,
1334,North Dakota,8/27/2020,10800,139,8666,1995,1417.207524,196559,534,1.287037037,25793.04571,4.944444444
1335,Ohio,8/27/2020,118828,4076,99035,15717,1016.570993,2116289,13150,3.430167974,18104.80704,11.06641532
1336,Oklahoma,8/27/2020,55550,778,47186,7586,1403.851582,845849,4673,1.400540054,21376.17385,8.412241224
1337,Oregon,8/27/2020,25761,438,4789,20534,610.7777702,538716,2093,1.700244556,12772.63139,8.124684601
1338,Pennsylvania,8/27/2020,135912,7622,106236,22054,1061.64753,1602921,,5.608040497,12520.87469,
1339,Rhode Island,8/27/2020,21589,1044,2073,18472,2037.926637,495575,2485,4.835796007,46780.55922,11.51049145
1340,South Carolina,8/27/2020,114598,2628,51431,60539,2225.759675,918019,7598,2.293233739,17830.06397,6.630133161
1341,South Dakota,8/27/2020,12194,162,10032,2000,1378.384214,141283,983,1.328522224,15970.33433,8.061341643
1342,Tennessee,8/27/2020,149179,1673,111416,36090,2184.436947,2128229,6677,1.121471521,31163.7835,4.475831049
1343,Texas,8/27/2020,614549,12365,478752,123432,2119.435516,4793914,,2.012044605,16533.0862,
1344,Utah,8/27/2020,50557,403,42512,7642,1576.970129,642761,3015,0.797120082,20048.95261,5.963565876
1345,Vermont,8/27/2020,1586,58,1396,132,254.1711472,124831,,3.656998739,20005.32061,
1346,Virginia,8/27/2020,116569,2527,14764,99278,1365.69317,1507542,15938,2.167814771,17661.984,13.67258877
1347,Washington,8/27/2020,72703,1890,,70813,954.7474928,1391309,6640,2.599617622,18270.89363,9.133048155
1348,West Virginia,8/27/2020,9633,198,7773,1662,537.5117108,413809,,2.055434444,23090.12598,
1349,Wisconsin,8/27/2020,73138,1111,64480,7547,1256.141332,1226498,5684,1.519046187,21065.03912,7.771609833
1350,Wyoming,8/27/2020,3733,37,3060,636,645.0007689,74532,215,0.991159925,12877.89909,5.759442807
1351,Alabama,8/28/2020,122185,2107,48028,72050,2491.95166,964863,,1.72443426,19678.29074,
1352,Alaska,8/28/2020,5092,37,2183,2872,696.0610762,339538,,0.726630008,46413.8228,
1353,Arizona,8/28/2020,200658,4978,30123,165557,2756.777053,1184077,,2.480838043,16267.66091,
1354,Arkansas,8/28/2020,59583,756,53331,5496,1974.382697,698055,,1.268818287,23131.2239,
1355,California,8/28/2020,697385,12805,,684580,1764.985483,11010637,,1.836145027,27866.40731,
1356,Colorado,8/28/2020,56753,1937,5907,48909,985.5114039,972990,,3.413035434,16895.89521,
1357,Connecticut,8/28/2020,52495,4465,8967,39063,1472.391984,1127506,,8.505571959,31624.55084,
1358,Delaware,8/28/2020,17083,604,9156,7323,1754.32651,231041,,3.535678745,23726.59084,
1359,Florida,8/28/2020,615806,10957,,604849,2867.182888,4547677,,1.779294128,21173.91139,
1360,Georgia,8/28/2020,265372,5471,,259901,2499.40122,2286984,,2.061634234,21539.91604,
1361,Hawaii,8/28/2020,7830,59,2371,5400,553.0160919,188153,,0.753512133,13288.84249,
1362,Idaho,8/28/2020,31376,353,13928,17095,1755.727967,249187,,1.125063743,13943.92482,
1363,Illinois,8/28/2020,231186,8206,,222980,1824.410241,3926007,,3.549522895,30982.1848,
1364,Indiana,8/28/2020,91313,3277,69723,18313,1356.358134,1044049,,3.588755161,15508.24476,
1365,Iowa,8/28/2020,62828,1108,45977,15743,1991.334582,607159,,1.763544916,19243.91535,
1366,Kansas,8/28/2020,41050,445,1658,38947,1409.048252,403147,,1.084043849,13838.08954,
1367,Kentucky,8/28/2020,46757,918,10266,35573,1046.562718,804650,,1.963342387,18010.4945,
1368,Louisiana,8/28/2020,146243,4904,127918,13421,3145.826638,1828478,,3.353322894,39332.30855,
1369,Maine,8/28/2020,4436,132,3887,417,330.0074691,251173,,2.975653742,18685.51984,
1370,Maryland,8/28/2020,106664,3727,6124,96813,1764.301121,1291270,,3.494149854,21358.55685,
1371,Massachusetts,8/28/2020,127584,9024,103920,14640,1851.054689,1683248,,7.072987208,24421.43297,
1372,Michigan,8/28/2020,111136,6712,72580,31844,1112.822583,2683874,,6.039447164,26874.06058,
1373,Minnesota,8/28/2020,73240,1859,65204,6177,1298.666296,1101710,,2.538230475,19535.13988,
1374,Mississippi,8/28/2020,81294,2413,62707,16174,2731.516466,562882,,2.968238738,18913.09877,
1375,Missouri,8/28/2020,81672,1500,,80172,1330.720295,954633,,1.836614752,15554.2843,
1376,Montana,8/28/2020,7063,100,5172,1791,660.8481836,242875,,1.415828968,22724.55084,
1377,Nebraska,8/28/2020,33436,392,25009,8035,1728.487475,352419,,1.172389042,18218.44202,
1378,Nevada,8/28/2020,67852,1287,1725,64840,2202.875439,588551,,1.896775335,19107.8309,
1379,New Hampshire,8/28/2020,7216,432,6554,230,530.7010093,206157,,5.986696231,15161.82483,
1380,New Jersey,8/28/2020,190971,15930,33778,141263,2150.044077,2749194,,8.341580659,30951.75852,
1381,New Mexico,8/28/2020,25042,767,12446,11829,1194.279553,740366,,3.062854405,35308.84016,
1382,New York,8/28/2020,432767,32934,74923,324910,2224.615843,8002897,,7.610099661,41138.46817,
1383,North Carolina,8/28/2020,162491,2652,136630,23209,1549.291558,2182891,,1.632090393,20813.05794,
1384,North Dakota,8/28/2020,11110,139,8808,2163,1457.886629,197996,,1.251125113,25981.61304,
1385,Ohio,8/28/2020,120124,4105,100127,15892,1027.658246,2141055,,3.417302121,18316.67964,
1386,Oklahoma,8/28/2020,56260,786,47762,7712,1421.7946,855780,,1.397084963,21627.14864,
1387,Oregon,8/28/2020,26054,447,4859,20748,617.7246234,543867,,1.71566746,12894.75849,
1388,Pennsylvania,8/28/2020,136781,7642,106912,22227,1068.435538,1620826,,5.587033287,12660.73577,
1389,Rhode Island,8/28/2020,21683,1046,2084,18553,2046.799911,504904,,4.824055712,47661.18443,
1390,South Carolina,8/28/2020,115951,2655,51431,61865,2252.038082,926509,,2.28976033,17994.95952,
1391,South Dakota,8/28/2020,12517,165,10170,2182,1414.895457,142940,,1.318207238,16157.63814,
1392,Tennessee,8/28/2020,150815,1701,113313,35801,2208.392992,2155504,,1.127871896,31563.17294,
1393,Texas,8/28/2020,619354,12537,484880,121937,2136.006835,4842362,,2.024205866,16700.172,
1394,Utah,8/28/2020,50948,407,42959,7582,1589.166171,647745,,0.798853733,20204.41316,
1395,Vermont,8/28/2020,1589,58,1400,131,254.651925,126755,,3.650094399,20313.65938,
1396,Virginia,8/28/2020,117578,2550,14866,100162,1377.514361,1544436,,2.16877307,18094.22485,
1397,Washington,8/28/2020,73301,1905,,71396,962.6005251,1408164,,2.59887314,18492.2362,
1398,West Virginia,8/28/2020,9826,201,7859,1766,548.2809167,419581,,2.045593324,23412.19777,
1399,Wisconsin,8/28/2020,73981,1113,65265,7603,1270.619813,1235675,,1.504440329,21222.65362,
1400,Wyoming,8/28/2020,3803,37,3086,680,657.0956132,75236,,0.972916119,12999.53867,
1401,Alabama,8/29/2020,123889,2152,48028,73709,2526.704581,975818,,1.737038801,19901.71695,
1402,Alaska,8/29/2020,5182,37,2201,2944,708.3638054,345695,,0.714010035,47255.46617,
1403,Arizona,8/29/2020,201287,5007,30331,165949,2765.418686,1192376,,2.487492983,16381.67825,
1404,Arkansas,8/29/2020,60378,772,54133,5473,2000.726356,706970,,1.278611415,23426.63738,
1405,California,8/29/2020,702038,12894,,689144,1776.761586,11109630,,1.836652717,28116.94498,
1406,Colorado,8/29/2020,57020,1942,5921,49157,990.147838,985622,,3.405822518,17115.2489,
1407,Connecticut,8/29/2020,52495,4465,8967,39063,1472.391984,1127506,,8.505571959,31624.55084,
1408,Delaware,8/29/2020,17349,604,9271,7474,1781.643191,232884,,3.481468673,23915.85641,
1409,Florida,8/29/2020,619003,11105,,607898,2882.068069,4575211,,1.794013922,21302.10925,
1410,Georgia,8/29/2020,267758,5576,,262182,2521.873716,2312179,,2.082477461,21777.21468,
1411,Hawaii,8/29/2020,8139,62,2410,5667,574.8400985,190910,,0.761764345,13483.56349,
1412,Idaho,8/29/2020,31668,358,14175,17135,1772.067608,251050,,1.130478717,14048.17396,
1413,Illinois,8/29/2020,233066,8217,,224849,1839.246309,3974791,,3.525610771,31367.16499,
1414,Indiana,8/29/2020,92434,3285,70183,18966,1373.009404,1055793,,3.553887098,15682.68947,
1415,Iowa,8/29/2020,63612,1100,46409,16103,2016.183476,612579,,1.729233478,19415.70235,
1416,Kansas,8/29/2020,41595,449,1658,39488,1427.75547,403147,,1.079456665,13838.08954,
1417,Kentucky,8/29/2020,47577,921,10328,36328,1064.916792,815659,,1.93580932,18256.90913,
1418,Louisiana,8/29/2020,146243,4904,127918,13421,3145.826638,1828478,,3.353322894,39332.30855,
1419,Maine,8/29/2020,4492,132,3899,461,334.1734786,255358,,2.938557435,18996.85466,
1420,Maryland,8/29/2020,107294,3746,6124,97424,1774.721785,1304483,,3.491341548,21577.10961,
1421,Massachusetts,8/29/2020,128030,9036,103920,15074,1857.525488,1707155,,7.057720847,24768.2881,
1422,Michigan,8/29/2020,111136,6712,76151,28273,1112.822583,2683874,,6.039447164,26874.06058,
1423,Minnesota,8/29/2020,74257,1863,66107,6287,1316.699387,1111137,,2.508854384,19702.29618,
1424,Mississippi,8/29/2020,82029,2427,62707,16895,2756.212811,568517,,2.958709725,19102.43741,
1425,Missouri,8/29/2020,83168,1528,,81640,1355.095327,965326,,1.837245094,15728.51038,
1426,Montana,8/29/2020,7251,104,5278,1869,678.4383661,245381,,1.434284926,22959.02423,
1427,Nebraska,8/29/2020,33753,392,25282,8079,1744.874918,355218,,1.161378248,18363.13746,
1428,Nevada,8/29/2020,68461,1302,1725,65434,2222.647165,592521,,1.901812711,19236.72048,
1429,New Hampshire,8/29/2020,7246,432,6571,243,532.9073605,207340,,5.961910019,15248.82861,
1430,New Jersey,8/29/2020,191320,15933,33827,141560,2153.973288,2807747,,8.32793226,31610.97657,
1431,New Mexico,8/29/2020,25178,769,12679,11730,1200.765537,747277,,3.054253714,35638.43308,
1432,New York,8/29/2020,433402,32938,74990,325474,2227.880027,8096770,,7.599872636,41621.01736,
1433,North Carolina,8/29/2020,165076,2683,136630,25763,1573.938576,2218149,,1.625311978,21149.22993,
1434,North Dakota,8/29/2020,11484,141,9018,2325,1506.964,199747,,1.227795193,26211.38438,
1435,Ohio,8/29/2020,121320,4252,101185,15883,1037.89,2171126,,3.504780745,18573.9364,
1436,Oklahoma,8/29/2020,57353,797,48607,7949,1449.416738,863898,,1.3896396,21832.30557,
1437,Oregon,8/29/2020,26293,454,4884,20955,623.3911692,548850,,1.726695318,13012.90242,
1438,Pennsylvania,8/29/2020,137576,7656,108923,20997,1074.64551,1636942,,5.564924115,12786.62245,
1439,Rhode Island,8/29/2020,21683,1046,2084,18553,2046.799911,504904,,4.824055712,47661.18443,
1440,South Carolina,8/29/2020,117249,2698,51431,63120,2277.24826,935623,,2.301085724,18171.97459,
1441,South Dakota,8/29/2020,12942,167,10347,2428,1462.936567,144506,,1.290372431,16334.6555,
1442,Tennessee,8/29/2020,152280,1725,114099,36456,2229.845074,2177005,,1.132781718,31878.01336,
1443,Texas,8/29/2020,626751,12607,492921,121223,2161.517355,4900972,,2.011484625,16902.30416,
1444,Utah,8/29/2020,51406,407,43342,7657,1603.452073,650560,,0.791736373,20292.21843,
1445,Vermont,8/29/2020,1605,58,1413,134,257.2160727,130180,,3.613707165,20862.54726,
1446,Virginia,8/29/2020,118794,2568,14957,101269,1391.760712,1560673,,2.16172534,18284.45347,
1447,Washington,8/29/2020,73879,1905,,71974,970.190914,1423771,,2.578540587,18697.18984,
1448,West Virginia,8/29/2020,9970,215,7935,1820,556.3159718,426257,,2.156469408,23784.71186,
1449,Wisconsin,8/29/2020,74800,1119,66075,7606,1284.686095,1244470,,1.495989305,21373.70728,
1450,Wyoming,8/29/2020,3795,37,3116,642,655.7133453,75257,,0.974967062,13003.16712,
1451,Alabama,8/30/2020,125235,2162,48028,75045,2554.156125,981062,,1.726354454,20008.66784,
1452,Alaska,8/30/2020,5226,37,2233,2956,714.378473,346839,,0.707998469,47411.84753,
1453,Arizona,8/30/2020,201661,5030,30539,166092,2770.556954,1199441,,2.494284963,16478.74206,
1454,Arkansas,8/30/2020,60856,784,54408,5664,2016.565688,712687,,1.288287104,23616.07977,
1455,California,8/30/2020,705951,12937,,693014,1786.664851,11231829,,1.83256345,28426.21383,
1456,Colorado,8/30/2020,57203,1942,5933,49328,993.3256187,994951,,3.39492684,17277.24626,
1457,Connecticut,8/30/2020,52495,4465,8967,39063,1472.391984,1127506,,8.505571959,31624.55084,
1458,Delaware,8/30/2020,17343,604,9318,7421,1781.027025,234661,,3.482673125,24098.34416,
1459,Florida,8/30/2020,621586,11119,,610467,2894.094476,4599608,,1.788811202,21415.70129,
1460,Georgia,8/30/2020,268973,5604,,263369,2533.317171,2327490,,2.083480498,21921.42105,
1461,Hawaii,8/30/2020,8339,63,2477,5799,588.9656692,193935,,0.755486269,13697.21274,
1462,Idaho,8/30/2020,31858,359,14490,17009,1782.699566,254325,,1.12687551,14231.43534,
1463,Illinois,8/30/2020,235058,8228,,226830,1854.966228,4018484,,3.500412664,31711.96942,
1464,Indiana,8/30/2020,93313,3291,70534,19488,1386.066021,1065356,,3.526839776,15824.73773,
1465,Iowa,8/30/2020,64599,1113,46555,16931,2047.466459,617095,,1.722936888,19558.83705,
1466,Kansas,8/30/2020,41761,449,1658,39654,1433.453449,403147,,1.075165825,13838.08954,
1467,Kentucky,8/30/2020,48031,929,10328,36774,1075.078682,816114,,1.934167517,18267.09341,
1468,Louisiana,8/30/2020,147867,4931,127918,15018,3180.760429,1868750,,3.334753529,40198.59774,
1469,Maine,8/30/2020,4514,132,3910,472,335.8101252,259661,,2.924235711,19316.96786,
1470,Maryland,8/30/2020,107791,3752,6124,97915,1782.942531,1319238,,3.480810086,21821.16817,
1471,Massachusetts,8/30/2020,128229,9049,103920,15260,1860.412683,1723774,,7.056906004,25009.40515,
